Полное название,Короткое название,ИНН,ОГРН,КПП,Дата регистрации,Юридический адрес,Генеральный директор,Учредители,Форма,Уставный,капитал,Дата регистрации,Налоговая,Адрес налоговой,Регистрационный номер в ПФР,Дата регистрации,Наименование территориального органа,Регистрационный номер ФссРФ,Дата регистрации,Наименование территориального органа
"Общество с Ограниченной Ответственностью Частное Охранное Предприятие ""Белган""","ООО Чоп ""Белган""",7734632831,1107746231086от 29 марта 2010,773401001,29 марта 2010,"123308, гор. Москва, ул. Мнёвники, 9, Пом.4 ком. 1;2;3;9",Ганков Валерий Евгеньевичот 29 марта 2010,Ганков Валерий Евгеньевич 150 000 ₽ (60%),Микробизнес,250 000 ₽,29 марта 2010,Межрайонная Инспекция Федеральной Налоговой Службы № 46 по гор. Москве,"125373, гор. Москва, Походный Проезд, Домовладение 3, стр. 2",087906002745,1 апреля 2010,Государственное Учреждение - Главное Управление Пенсионного Фонда РФ №9 по гор. Москве и Московской обл. Муниципальный Район Хорошево-Мневники гор. Москвы,772513458877251,30 марта 2010,Филиал №25 Государственного Учреждения - Московского Регионального Отделения Фонда Социального Страхования Российской Федерации
